Name,Address,City,State,Website,Phone Number,Category,Source
Air Rescue NY,"957, Post, Ave, Staten Island, NY, 10302",Staten Island,NY,https://www.google.com/search?q=Air Rescue NY,+1 718-501-1616,NYC -  Electronics Repair Stores,Circular NYC.kml
Smart Addiction,"304, 86th, St, Brooklyn, NY, 11209",Brooklyn,NY,http://www.smartaddiction.com/,+1 718-759-9000,NYC -  Electronics Repair Stores,Circular NYC.kml
Victory Music Studio,"609, Manor, Rd, Staten Island, NY, 10314",Staten Island,NY,http://victorymusicstudio.com/,+1 718-442-9579,NYC -  Electronics Repair Stores,Circular NYC.kml
Precise Plumbing & Heating Corp.,"354, Front, St, Staten Island, NY, 10304",Staten Island,NY,http://preciseplumbingny.com/,+1 718-909-9640,NYC -  Electronics Repair Stores,Circular NYC.kml
"AFCO Heating & Air Conditioning, Inc.","14, Almond, St, Staten Island, NY, 10312",Staten Island,NY,https://afcoheatingandair.com/,+1 718-494-1616,NYC -  Electronics Repair Stores,Circular NYC.kml
Strong Brothers HVAC Corp,"272, Van Name, Ave, Staten Island, NY, 10303",Staten Island,NY,http://hvac.us.com/hvac-estimate-commercial-or-residential/,+1 347-309-6028,NYC -  Electronics Repair Stores,Circular NYC.kml
T F Quinlan & Son Inc,"1473, Richmond, Terrace, Staten Island, NY, 10310",Staten Island,NY,https://www.google.com/search?q=T F Quinlan & Son Inc,+1 718-442-2944,NYC -  Electronics Repair Stores,Circular NYC.kml
DUDESREPAIR SHOP,"1427, Forest, Ave, Staten Island, NY, 10302",Staten Island,NY,https://www.google.com/search?q=DUDESREPAIR SHOP,+1 347-466-5318,NYC -  Electronics Repair Stores,Circular NYC.kml
Island Mechanical,"854, Bay, St, Staten Island, NY, 10304",Staten Island,NY,https://island-mechanical-contracting.business.site/,+1 718-727-4179,NYC -  Electronics Repair Stores,Circular NYC.kml
Victory Plumbing,"144, Jewett, Ave, Staten Island, NY, 10302",Staten Island,NY,https://www.google.com/search?q=Victory Plumbing,+1 718-556-0082,NYC -  Electronics Repair Stores,Circular NYC.kml
Zaloomie Car Care,"2041, Victory, Blvd, Staten Island, NY, 10314",Staten Island,NY,http://zaloomsautorepair.com/,+1 718-273-7181,NYC -  Electronics Repair Stores,Circular NYC.kml
"Computer Parts Unlimited, Inc.","1765, Victory, Blvd, Staten Island, NY, 10314",Staten Island,NY,"https://www.google.com/search?q=Computer Parts Unlimited, Inc.",+1 718-816-4111,NYC -  Electronics Repair Stores,Circular NYC.kml
managed service providers staten island ny,"706, New Dorp, Ln, Staten Island, NY, 10306",Staten Island,NY,https://www.google.com/search?q=managed service providers staten island ny,+1 718-980-1015,NYC -  Electronics Repair Stores,Circular NYC.kml
Amboy Plumbing & Heating,"3204, Amboy, Rd, Staten Island, NY, 10306",Staten Island,NY,https://www.google.com/search?q=Amboy Plumbing & Heating,+1 917-791-5437,NYC -  Electronics Repair Stores,Circular NYC.kml
Pro Plumbing Corporation,"417, Hawthorne, Ave, Staten Island, NY, 10314",Staten Island,NY,https://www.google.com/search?q=Pro Plumbing Corporation,+1 718-698-6496,NYC -  Electronics Repair Stores,Circular NYC.kml
Father & Son Affordable Sewer Service Inc.,"268, New Dorp, Ln, Staten Island, NY, 10306",Staten Island,NY,https://www.google.com/search?q=Father & Son Affordable Sewer Service Inc.,+1 646-208-8959,NYC -  Electronics Repair Stores,Circular NYC.kml
JPI Plumbing and Heating,"4370A, Victory, Blvd, Staten Island, NY, 10314",Staten Island,NY,https://jpiplumbing.com/,+1 718-727-9100,NYC -  Electronics Repair Stores,Circular NYC.kml
Acme Repair Co Inc,"326, Front, St, Staten Island, NY, 10304",Staten Island,NY,http://www.acmerepair.com/,+1 718-720-5522,NYC -  Electronics Repair Stores,Circular NYC.kml
VCR TV Repair,"7072, Kissena, Blvd, Queens, NY, 11367",Queens,NY,https://www.google.com/search?q=VCR TV Repair,+1 718-263-5130,NYC -  Electronics Repair Stores,Circular NYC.kml
Buzco Plumbing,"155, New Dorp, Plaza, Staten Island, NY, 10306",Staten Island,NY,https://www.google.com/search?q=Buzco Plumbing,+1 718-351-2225,NYC -  Electronics Repair Stores,Circular NYC.kml
Response Service Group,"137, Van Pelt, Ave, Staten Island, NY, 10303",Staten Island,NY,https://www.google.com/search?q=Response Service Group,+1 800-256-4433,NYC -  Electronics Repair Stores,Circular NYC.kml
Tornquist Plumbing & Heating,"40, Jefferson, Blvd, Staten Island, NY, 10312",Staten Island,NY,http://www.tornquistplumbing.com/,+1 718-984-3838,NYC -  Electronics Repair Stores,Circular NYC.kml
Awesome Home Improvement LLC,"1036, Arthur Kill, Rd, Staten Island, NY, 10312",Staten Island,NY,http://awesomehomeimprovement.com/,+1 917-582-8884,NYC -  Electronics Repair Stores,Circular NYC.kml
I Repair Cracked Screens,"14, Wall, St, New York, NY, 10005",New York,NY,http://irepaircrackedscreens.com/,+1 212-843-9492,NYC -  Electronics Repair Stores,Circular NYC.kml
Rent-A-Center,"2040, Forest, Ave, Staten Island, NY, 10303",Staten Island,NY,https://locations.rentacenter.com/new-york/staten-island/2040-forest-ave/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dlocalmaps,+1 718-982-8229,NYC -  Electronics Repair Stores,Circular NYC.kml
b4computers,"28, Warren, St, Inside Ground FL Store, New York, NY, 10007","Inside Ground FL Store, New York",NY,http://www.b4computers.com/,+1 646-652-6594,NYC -  Electronics Repair Stores,Circular NYC.kml
1st Choice Appliance Repair Bronx,"633, St Ann's, Ave, Bronx, NY, 10455",Bronx,NY,http://www.appliance-repairs-bronx-ny.com/,+1 718-766-8198,NYC -  Electronics Repair Stores,Circular NYC.kml
Mawousse Security & Technical Services,"111, 14th, St, New York, NY, 10003",New York,NY,https://www.egtcomputers.com/,+1 631-743-5037,NYC -  Electronics Repair Stores,Circular NYC.kml
iPhone Repair Brooklyn,"611, Flatbush, Ave, Brooklyn, NY, 11225",Brooklyn,NY,https://www.igeek2go.com/,+1 917-495-9830,NYC -  Electronics Repair Stores,Circular NYC.kml
Smart TV Repair,"1811, Amwell, Rd, Somerset, NJ, 08873",Somerset,NJ,http://www.smarttvrepair.us/,+1 646-541-5231,NYC -  Electronics Repair Stores,Circular NYC.kml
Appliance Repair Brooklyn,"554, 17th, St, Brooklyn, NY, 11215",Brooklyn,NY,https://appliancerepairbrooklynnyc.com/,+1 347-754-6600,NYC -  Electronics Repair Stores,Circular NYC.kml
Appliance Repair Brooklyn,"554, 17th, St, Brooklyn, NY, 11215",Brooklyn,NY,http://www.brooklynny-bestappliancerepair.com/,+1 718-766-5435,NYC -  Electronics Repair Stores,Circular NYC.kml
Wintech,"707, 32nd, St, Union City, NJ, 07087","St, Union City",NJ,https://wintech.business.site/,+1 718-363-1291,NYC -  Electronics Repair Stores,Circular NYC.kml
NYC Laptop Repair,"53, 34th, St, New York, NY, 10016",New York,NY,http://nyclaptoprepair.org/,+1 917-563-3732,NYC -  Electronics Repair Stores,Circular NYC.kml
Samsung Galaxy Screen Repair,"755, NJ-18, East Brunswick, NJ, 08816",East Brunswick,NJ,http://www.samsunggalaxyscreenrepairnyc.com/,+1 212-549-9025,NYC -  Electronics Repair Stores,Circular NYC.kml
JMS Solutions,"7600, Jericho, Turnpike, Woodbury, NY, 11797",Woodbury,NY,https://jms-solutions.business.site/,+1 347-613-0576,NYC -  Electronics Repair Stores,Circular NYC.kml
Repair Sharks LLC.,"350, Northern, Blvd, Great Neck, NY, 11021",Great Neck,NY,https://www.repairsharks.com/,+1 516-499-6892,NYC -  Electronics Repair Stores,Circular NYC.kml
Global Solutions Appliance Repair,"146-05, Union, Tpke, Queens, NY, 11367",Queens,NY,http://gsappliancerepairnyc.com/,+1 212-300-2875,NYC -  Electronics Repair Stores,Circular NYC.kml
Abe'sEzFix,"3555, Victory, Blvd, Staten Island, NY, 10314",Staten Island,NY,http://abesezfix.com/,+1 347-656-3868,NYC -  Electronics Repair Stores,Circular NYC.kml
High Touch Tech Support,"482, Main, St, Spotswood, NJ, 08884",Spotswood,NJ,https://www.google.com/search?q=High Touch Tech Support,+1 347-560-3425,NYC -  Electronics Repair Stores,Circular NYC.kml
Best Sub Zero & Viking Service INC,"23, Joel, Pl, Staten Island, NY, 10306",Staten Island,NY,http://www.bestsubzerovikingservices.com/,+1 347-617-0717,NYC -  Electronics Repair Stores,Circular NYC.kml
Sears Appliance Repair,"2307, Beverley, Rd, Brooklyn, NY, 11226",Brooklyn,NY,https://www.searshomeservices.com/locations/appliance-repair/ny-staten-island/283-platinum-ave%3Futm_source%3DGMBlisting%26utm_medium%3Dorganic%26utm_campaign%3DGMBinhomerepair,+1 718-509-6103,NYC -  Electronics Repair Stores,Circular NYC.kml
H&A Staten Island Plumbing,"1761, NJ-27, Edison, NJ, 08817",Edison,NJ,https://www.bestplumberqueensny.com/staten-island-ny/,+1 646-904-4087,NYC -  Electronics Repair Stores,Circular NYC.kml
Gator Sewer & Mechanical,"12, Floyd, Ln, Massapequa, NY, 11762",Massapequa,NY,https://www.google.com/search?q=Gator Sewer & Mechanical,+1 347-218-2290,NYC -  Electronics Repair Stores,Circular NYC.kml
Z&K Multi Service inc.,"592, 180st, Between Arthur, ave, The Bronx, NY, 10457",The Bronx,NY,https://www.google.com/search?q=Z&K Multi Service inc.,+1 347-577-1483,NYC -  Electronics Repair Stores,Circular NYC.kml
EZFIX | Phone Repair Bay Plaza,"200, Baychester, Ave, The Bronx, NY, 10475",The Bronx,NY,https://www.ezfixtech.com/,+1 718-320-3800,NYC -  Electronics Repair Stores,Circular NYC.kml
MACPC NYC,"216, Parkside, Avenue, Brooklyn, NY, 11226",Brooklyn,NY,http://www.macpcnyc.com/,+1 718-856-6548,NYC -  Electronics Repair Stores,Circular NYC.kml
"Com Plus Alpha, Inc","368, 11th, St, Brooklyn, NY, 11215",Brooklyn,NY,"https://www.google.com/search?q=Com Plus Alpha, Inc",+1 201-916-6471,NYC -  Electronics Repair Stores,Circular NYC.kml
I Broke Repair,"379, 3rd, St, Brooklyn, NY, 11211",Brooklyn,NY,https://i-broke-repair.business.site/,+1 929-395-5563,NYC -  Electronics Repair Stores,Circular NYC.kml
International Two-Way Radio & Auto Service,"372 Wilson Ave or, 211 Palmetto St, Brooklyn, NY 11221, United States",,,https://www.google.com/search?q=International Two-Way Radio & Auto Service,+1 718-574-7000,NYC -  Electronics Repair Stores,Circular NYC.kml
Zohan Computer Repair Services,"80, Brooklyn, NY, 11216",Brooklyn,NY,https://www.google.com/search?q=Zohan Computer Repair Services,+1 212-810-0169,NYC -  Electronics Repair Stores,Circular NYC.kml
MB Global,"1325, 6th, Ave, New York, NY, 10019",New York,NY,https://www.google.com/search?q=MB Global,+27 63 344 0940,NYC -  Electronics Repair Stores,Circular NYC.kml
MACPC Repairs,"& or, 88 Crooke Ave, 216 Parkside Ave, Brooklyn, NY 11226, United States",,,https://macpc-repairs.business.site/%3Futm_source%3Dgmb%26utm_medium%3Dreferral,+1 917-513-9502,NYC -  Electronics Repair Stores,Circular NYC.kml
B4Computers,"408, Myrtle, Ave, Brooklyn, NY, 11205",Brooklyn,NY,http://www.b4computers.com/,+1 347-537-6962,NYC -  Electronics Repair Stores,Circular NYC.kml
NERD TV - US Office,"39, 19th, St, New York, NY, 10011",New York,NY,https://www.google.com/search?q=NERD TV - US Office,+1 212-695-2092,NYC -  Electronics Repair Stores,Circular NYC.kml
iPhone Repair Service | Buy&Fix Phones,"6th Floor Suite 6051, 41st N Broadway, 1441, Broadway, New York, NY 10018, United States",,,http://buyandfixphones.com/,+1 212-706-1725,NYC -  Electronics Repair Stores,Circular NYC.kml
"American Managed IT Services, Inc","114, 71st, Street, Basement Floor, New York, NY, 10023","Basement Floor, New York",NY,http://www.americanmsp.net/,+1 212-253-3233,NYC -  Electronics Repair Stores,Circular NYC.kml
NKFLUTES,"148, 68th, Street, New York, NY, 10023",New York,NY,http://nkflutes.com/,+1 212-256-0769,NYC -  Electronics Repair Stores,Circular NYC.kml
Lucet Jewelry Design & Repair,"37, 47, Street, New York, NY, 10036",New York,NY,https://www.google.com/search?q=Lucet Jewelry Design & Repair,+1 347-995-5813,NYC -  Electronics Repair Stores,Circular NYC.kml
Bright Electronics,"153, 34 A Hillside, Avenue, Jamaica, NY, 11432",Jamaica,NY,https://www.google.com/search?q=Bright Electronics,+1 347-476-8268,NYC -  Electronics Repair Stores,Circular NYC.kml
Gatecom USA,"18812, Northern, Blvd, Flushing, NY, 11358",Flushing,NY,http://www.gatecomusa.com/,+1 718-888-2000,NYC -  Electronics Repair Stores,Circular NYC.kml
Bulls Head Appliance Repair,"1551, Richmond, Ave, Staten Island, NY, 10314",Staten Island,NY,https://bulls-head-appliance-repair.business.site/,+1 718-285-0423,NYC -  Electronics Repair Stores,Circular NYC.kml
Certified Appliance Repair Staten Island,"1227, Forest, Ave, Staten Island, NY, 10310",Staten Island,NY,https://certified-appliance-repair-staten.business.site/,+1 718-285-0631,NYC -  Electronics Repair Stores,Circular NYC.kml
Cellaxs Phone Repair,"2655, Richmond, Ave, Staten Island, NY, 10314",Staten Island,NY,https://cellaxs.com/locations/cellaxs-phone-repair-in-staten-island-mall-ny/,+1 718-689-7135,NYC -  Electronics Repair Stores,Circular NYC.kml
Yana Vintage Clothing,"636, Bay, St, Staten Island, NY, 10304",Staten Island,NY,https://www.facebook.com/YanaVintageClothing/,+1 347-247-7980,NYC - Vintage Stores,Circular NYC.kml
Mood Swings Vintage Clothing,"368, Van Duzer, St, Staten Island, NY, 10304",Staten Island,NY,https://www.google.com/search?q=Mood Swings Vintage Clothing,+1 646-353-8665,NYC - Vintage Stores,Circular NYC.kml
Every Thing Goes Furniture & Clothing,"17, Brook, St, Staten Island, NY, 10301",Staten Island,NY,http://www.etgstores.com/,+1 718-273-0568,NYC - Vintage Stores,Circular NYC.kml
Old Beginnings Antiques & Consignment,"638, Bay, St, Staten Island, NY, 10304",Staten Island,NY,https://www.google.com/search?q=Old Beginnings Antiques & Consignment,+1 347-247-7980,NYC - Vintage Stores,Circular NYC.kml
Arcade Vintage,"51, 35th, St, Brooklyn, NY, 11232",Brooklyn,NY,http://arcadeshops.com/,+1 718-801-7936,NYC - Vintage Stores,Circular NYC.kml
Awoke Vintage Brooklyn,"132, 5th, St, Brooklyn, NY, 11249",Brooklyn,NY,http://awokevintage.com/,+1 718-387-3130,NYC - Vintage Stores,Circular NYC.kml
Nothing New Thrift Shop,"4916, Arthur Kill, Rd, Staten Island, NY, 10309",Staten Island,NY,http://www.nothingnewthriftshopstatenisland.com/,+1 718-227-7467,NYC - Vintage Stores,Circular NYC.kml
Grand Street Local,"154, Grand, St, Brooklyn, NY, 11249",Brooklyn,NY,http://www.grandstreetlocal.com/,+1 917-909-1882,NYC - Vintage Stores,Circular NYC.kml
IndigoStyle Vintage/The Collective at IndigoStyle,"409, Lewis, Ave, Brooklyn, NY, 11233",Brooklyn,NY,http://www.thecollectiveatindigostyle.com/,+1 347-240-5019,NYC - Vintage Stores,Circular NYC.kml
Chess and the Sphinx,"252, Knickerbocker, Ave, Brooklyn, NY, 11237",Brooklyn,NY,http://www.chessandthesphinx.com/,+1 718-366-2195,NYC - Vintage Stores,Circular NYC.kml
David Owens Vintage Clothing,"161, Rivington, St, New York, NY, 10002",New York,NY,https://www.google.com/search?q=David Owens Vintage Clothing,+1 212-677-3301,NYC - Vintage Stores,Circular NYC.kml
Antoinette,"119, Grand, St, Brooklyn, NY, 11249",Brooklyn,NY,http://www.antoinettebrooklyn.com/,+1 718-387-8664,NYC - Vintage Stores,Circular NYC.kml
L Train Vintage,"654, Sackett, St, Brooklyn, NY, 11217",Brooklyn,NY,https://www.ltrainvintagenyc.com/new-page-64,+1 718-858-4906,NYC - Vintage Stores,Circular NYC.kml
Ritual Vintage Clothing,"377, Broome, St, New York, NY, 10013",New York,NY,http://www.ritualvintage.com/,+1 212-966-4142,NYC - Vintage Stores,Circular NYC.kml
Gizmo Vintage Clothing,"438, Marcus Garvey, Blvd, Brooklyn, NY, 11216",Brooklyn,NY,https://instagram.com/gizmo_vintage_honey,Not Available,NYC - Vintage Stores,Circular NYC.kml
Rugged Road & Co.,"218, Bedford, Ave, Brooklyn, NY, 11249",Brooklyn,NY,http://www.ruggedroad-bklyn.com/,Not Available,NYC - Vintage Stores,Circular NYC.kml
New York Vintage Inc,"117, 25th, St, New York, NY, 10001",New York,NY,http://www.newyorkvintagearchive.com/,+1 212-647-1107,NYC - Vintage Stores,Circular NYC.kml
Awoke Vintage Brooklyn,"688, Manhattan, Ave, Brooklyn, NY, 11222",Brooklyn,NY,https://www.awokevintage.com/,+1 718-349-5925,NYC - Vintage Stores,Circular NYC.kml
Amarcord Vintage Fashion,"223, Bedford, Ave, Brooklyn, NY, 11211",Brooklyn,NY,http://www.amarcordvintagefashion.com/,+1 718-963-4001,NYC - Vintage Stores,Circular NYC.kml
Mirth Vintage,"606, Manhattan, Ave, Brooklyn, NY, 11222",Brooklyn,NY,http://www.mirth.co/,+1 914-714-1954,NYC - Vintage Stores,Circular NYC.kml
Lulu Vintage Clothing,"438, Marcus Garvey, Blvd, Brooklyn, NY, 11216",Brooklyn,NY,https://www.google.com/search?q=Lulu Vintage Clothing,Not Available,NYC - Vintage Stores,Circular NYC.kml
ECDYSIS,"113, Division, St, New York, NY, 10002",New York,NY,http://instagram.com/ecdysis_nyc/,Not Available,NYC - Vintage Stores,Circular NYC.kml
Beacon's Closet,"74, Guernsey, St, Brooklyn, NY, 11222",Brooklyn,NY,http://www.beaconscloset.com/,+1 718-486-0816,NYC - Vintage Stores,Circular NYC.kml
Harold and Maude Vintage,"592, Lafayette, Ave, Brooklyn, NY, 11216",Brooklyn,NY,http://www.haroldandmaudevintage.com/,Not Available,NYC - Vintage Stores,Circular NYC.kml
Angela's Vintage Boutique,"26, 2nd, Ave, New York, NY, 10003",New York,NY,https://www.facebook.com/AngelasVintage/,+1 212-475-0101,NYC - Vintage Stores,Circular NYC.kml
1 of a Find Vintage,"619, Vanderbilt, Ave, Brooklyn, NY, 11238",Brooklyn,NY,http://1ofafindvintage.com/,+1 917-966-9777,NYC - Vintage Stores,Circular NYC.kml
Le Grand Strip Vintage Fashion,"197, Grand, St, Brooklyn, NY, 11211",Brooklyn,NY,http://www.legrandstrip.com/,+1 718-599-3525,NYC - Vintage Stores,Circular NYC.kml
Screaming Mimis Vintage,"240, 14th, St, New York, NY, 10011",New York,NY,http://www.screamingmimis.com/,+1 212-677-6464,NYC - Vintage Stores,Circular NYC.kml
28 Scott Vintage,"28, Scott, Ave, Brooklyn, NY, 11237",Brooklyn,NY,https://www.28scott.com/,+1 404-263-8550,NYC - Vintage Stores,Circular NYC.kml
Primark,"2655, Richmond, Ave, Staten Island, NY, 10314",Staten Island,NY,https://stores.primark.com/en_us/united-states/staten-island/2655-richmond-avenue%3Fy_source%3D1_ODU3OTU5Mi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%253D%253D,+1 718-494-4707,NYC - Vintage Stores,Circular NYC.kml
Stock Vintage,"143, 13th, St, New York, NY, 10003",New York,NY,https://www.google.com/search?q=Stock Vintage,+1 212-505-2505,NYC - Vintage Stores,Circular NYC.kml
Nothing New II,"4885, Arthur Kill, Rd, Staten Island, NY, 10309",Staten Island,NY,http://www.nothingnewthriftshopstatenisland.com/,+1 347-215-2070,NYC - Vintage Stores,Circular NYC.kml
Front General Store,"143, Front, St, Brooklyn, NY, 11201",Brooklyn,NY,http://www.frontgeneralstore.com/,+1 929-617-7317,NYC - Vintage Stores,Circular NYC.kml
